run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
ERR599040	SAMEA2621216	ERX555940	PRJEB1787	408172	marine metagenome	APY_AARIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599040/ERR599040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599040/ERR599040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599040/APY_AARIOSF_5_1_D0745ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599040/APY_AARIOSF_5_2_D0745ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599040	TARA_B100000519	
ERR599031	SAMEA2619970	ERX556069	PRJEB1787	408172	marine metagenome	APY_ABRIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599031/ERR599031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599031/ERR599031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599031/APY_ABRIOSF_5_1_D072HACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599031/APY_ABRIOSF_5_2_D072HACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599031	TARA_B100000315	
ERR599041	SAMEA2619818	ERX556080	PRJEB1787	408172	marine metagenome	APY_ABIIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599041/ERR599041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599041/ERR599041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599041/APY_ABIIOSF_2_1_C177WACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599041/APY_ABIIOSF_2_2_C177WACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599041	TARA_A100001035	
ERR599035	SAMEA2621401	ERX556030	PRJEB1787	408172	marine metagenome	APY_ACLIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599035/ERR599035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599035/ERR599035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599035/APY_ACLIOSF_6_1_D074HACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599035/APY_ACLIOSF_6_2_D074HACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599035	TARA_B100000768	
ERR599051	SAMEA2623390	ERX556138	PRJEB1787	408172	marine metagenome	APY_AEPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599051/ERR599051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599051/ERR599051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599051/APY_AEPIOSF_3_1_D17A8ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599051/APY_AEPIOSF_3_2_D17A8ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599051	TARA_B100002003	
ERR599037	SAMEA2620097	ERX556021	PRJEB1787	408172	marine metagenome	APY_ADIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599037/ERR599037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599037/ERR599037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599037/APY_ADIIOSF_7_1_C173FACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599037/APY_ADIIOSF_7_2_C173FACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599037	TARA_B100000097	
ERR599053	SAMEA2620217	ERX555976	PRJEB1787	408172	marine metagenome	APY_ACAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599053/ERR599053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599053/ERR599053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599053/APY_ACAIOSF_2_1_D1C0BACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599053/APY_ACAIOSF_2_2_D1C0BACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599053	TARA_B100000287	
ERR599042	SAMEA2622021	ERX555928	PRJEB1787	408172	marine metagenome	APY_ACTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599042/ERR599042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599042/ERR599042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599042/APY_ACTIOSF_1_1_D074KACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599042/APY_ACTIOSF_1_2_D074KACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599042	TARA_B100001029	
ERR599054	SAMEA2620339	ERX556105	PRJEB1787	408172	marine metagenome	APY_ACDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599054/ERR599054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599054/ERR599054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599054/APY_ACDIOSF_6_1_D1BR1ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599054/APY_ACDIOSF_6_2_D1BR1ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599054	TARA_B100000161	
ERR599046	SAMEA2621272	ERX556085	PRJEB1787	408172	marine metagenome	APY_AAVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599046/ERR599046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599046/ERR599046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599046/APY_AAVIOSF_5_1_D0745ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599046/APY_AAVIOSF_5_2_D0745ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599046	TARA_B100000530	
ERR599055	SAMEA2622197	ERX556050	PRJEB1787	408172	marine metagenome	APY_ADEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599055/ERR599055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599055/ERR599055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599055/APY_ADEIOSF_2_1_D074KACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599055/APY_ADEIOSF_2_2_D074KACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599055	TARA_B100000953	
ERR599047	SAMEA2623693	ERX556053	PRJEB1787	408172	marine metagenome	APY_AGFIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599047/ERR599047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599047/ERR599047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599047/APY_AGFIOSF_8_1_C1CL0ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599047/APY_AGFIOSF_8_2_C1CL0ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599047	TARA_B100001167	
ERR599060	SAMEA2623390	ERX556042	PRJEB1787	408172	marine metagenome	APY_AEPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599060/ERR599060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599060/ERR599060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599060/APY_AEPIOSF_2_1_D17A8ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599060/APY_AEPIOSF_2_2_D17A8ACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599060	TARA_B100002003	
ERR599048	SAMEA2621176	ERX555911	PRJEB1787	408172	marine metagenome	APY_ACKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599048/ERR599048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599048/ERR599048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599048/APY_ACKIOSF_6_1_D074HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599048/APY_ACKIOSF_6_2_D074HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599048	TARA_B100000508	
ERR599063	SAMEA2622097	ERX556092	PRJEB1787	408172	marine metagenome	APY_ACXIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599063/ERR599063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599063/ERR599063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599063/APY_ACXIOSF_1_1_D074KACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599063/APY_ACXIOSF_1_2_D074KACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599063	TARA_B100000963	
ERR599049	SAMEA2619857	ERX556035	PRJEB1787	408172	marine metagenome	APY_ABLIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599049/ERR599049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599049/ERR599049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599049/APY_ABLIOSF_6_1_D1E00ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599049/APY_ABLIOSF_6_2_D1E00ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599049	TARA_A100001234	
ERR599068	SAMEA2620929	ERX556004	PRJEB1787	408172	marine metagenome	APY_AAGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599068/ERR599068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599068/ERR599068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599068/APY_AAGIOSF_1_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599068/APY_AAGIOSF_1_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599068	TARA_B000000475	
ERR599077	SAMEA2622452	ERX555933	PRJEB1787	408172	marine metagenome	APY_ADSIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599077/ERR599077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599077/ERR599077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599077/APY_ADSIOSF_5_1_D1BKNACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599077/APY_ADSIOSF_5_2_D1BKNACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599077	TARA_B100000575	
ERR599052	SAMEA2623116	ERX555967	PRJEB1787	408172	marine metagenome	APY_AFMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599052/ERR599052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599052/ERR599052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599052/APY_AFMIOSF_4_1_C16GEACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599052/APY_AFMIOSF_4_2_C16GEACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599052	TARA_B100001093	
ERR599080	SAMEA2622759	ERX555929	PRJEB1787	408172	marine metagenome	APY_AEHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599080/ERR599080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599080/ERR599080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599080/APY_AEHIOSF_5_1_D17A8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599080/APY_AEHIOSF_5_2_D17A8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599080	TARA_B100000674	
ERR599056	SAMEA2621037	ERX556038	PRJEB1787	408172	marine metagenome	APY_AALIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599056/ERR599056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599056/ERR599056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599056/APY_AALIOSF_8_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599056/APY_AALIOSF_8_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599056	TARA_B100000482	
ERR599088	SAMEA2620786	ERX556012	PRJEB1787	408172	marine metagenome	APY_AAAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599088/ERR599088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599088/ERR599088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599088/APY_AAAIOSF_2_1_63A2BAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599088/APY_AAAIOSF_2_2_63A2BAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599088	TARA_B100000401	
ERR599065	SAMEA2622336	ERX556007	PRJEB1787	408172	marine metagenome	APY_ADGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599065/ERR599065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599065/ERR599065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599065/APY_ADGIOSF_8_1_D172HACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599065/APY_ADGIOSF_8_2_D172HACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599065	TARA_B100000927	
ERR599090	SAMEA2621509	ERX556133	PRJEB1787	408172	marine metagenome	APY_ACPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599090/ERR599090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599090/ERR599090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599090/APY_ACPIOSF_6_1_D1C0BACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599090/APY_ACPIOSF_6_2_D1C0BACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599090	TARA_B100000787	
ERR599066	SAMEA2622817	ERX555908	PRJEB1787	408172	marine metagenome	APY_AEKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599066/ERR599066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599066/ERR599066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599066/APY_AEKIOSF_8_1_D17A8ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599066/APY_AEKIOSF_8_2_D17A8ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599066	TARA_B100001121	
ERR599093	SAMEA2621990	ERX556049	PRJEB1787	408172	marine metagenome	APY_ACSIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599093/ERR599093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599093/ERR599093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599093/APY_ACSIOSF_7_1_D1E00ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599093/APY_ACSIOSF_7_2_D1E00ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599093	TARA_B100001027	
ERR599067	SAMEA2622362	ERX556010	PRJEB1787	408172	marine metagenome	APY_ADHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599067/ERR599067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599067/ERR599067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599067/APY_ADHIOSF_8_1_D072HACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599067/APY_ADHIOSF_8_2_D072HACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599067	TARA_B100000929	
ERR599097	SAMEA2619840	ERX555931	PRJEB1787	408172	marine metagenome	APY_ABKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599097/ERR599097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599097/ERR599097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599097/APY_ABKIOSF_7_1_C120YACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599097/APY_ABKIOSF_7_2_C120YACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599097	TARA_A100001037	
ERR599070	SAMEA2623295	ERX556115	PRJEB1787	408172	marine metagenome	APY_AENIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599070/ERR599070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599070/ERR599070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599070/APY_AENIOSF_2_1_D17A8ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599070/APY_AENIOSF_2_2_D17A8ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599070	TARA_B100001964	
ERR599098	SAMEA2620542	ERX556014	PRJEB1787	408172	marine metagenome	APY_ACFIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599098/ERR599098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599098/ERR599098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599098/APY_ACFIOSF_1_1_D074HACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599098/APY_ACFIOSF_1_2_D074HACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599098	TARA_B100000212	
ERR599071	SAMEA2622048	ERX555944	PRJEB1787	408172	marine metagenome	APY_ACVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599071/ERR599071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599071/ERR599071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599071/APY_ACVIOSF_7_1_D1C0BACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599071/APY_ACVIOSF_7_2_D1C0BACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599071	TARA_B100001013	
ERR599099	SAMEA2623295	ERX555920	PRJEB1787	408172	marine metagenome	APY_AENIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599099/ERR599099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599099/ERR599099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599099/APY_AENIOSF_4_1_D17A8ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599099/APY_AENIOSF_4_2_D17A8ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599099	TARA_B100001964	
ERR599072	SAMEA2622568	ERX555993	PRJEB1787	408172	marine metagenome	APY_AEBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599072/ERR599072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599072/ERR599072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599072/APY_AEBIOSF_3_1_D179JACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599072/APY_AEBIOSF_3_2_D179JACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599072	TARA_B100000949	
ERR599102	SAMEA2620000	ERX556006	PRJEB1787	408172	marine metagenome	APY_ABSIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599102/ERR599102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599102/ERR599102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599102/APY_ABSIOSF_5_1_D1E00ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599102/APY_ABSIOSF_5_2_D1E00ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599102	TARA_B100000066	
ERR599073	SAMEA2619678	ERX556039	PRJEB1787	408172	marine metagenome	APY_ABEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599073/ERR599073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599073/ERR599073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599073/APY_ABEIOSF_1_1_D074HACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599073/APY_ABEIOSF_1_2_D074HACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599073	TARA_S200000501	
ERR599104	SAMEA2621536	ERX556064	PRJEB1787	408172	marine metagenome	APY_ACQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599104/ERR599104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599104/ERR599104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599104/APY_ACQIOSF_7_1_D074HACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599104/APY_ACQIOSF_7_2_D074HACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599104	TARA_B100000795	
ERR599076	SAMEA2623314	ERX555910	PRJEB1787	408172	marine metagenome	APY_AEMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599076/ERR599076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599076/ERR599076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599076/APY_AEMIOSF_2_1_D17A8ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599076/APY_AEMIOSF_2_2_D17A8ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599076	TARA_B100001971	
ERR599078	SAMEA2623886	ERX556054	PRJEB1787	408172	marine metagenome	APY_AGRIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599078/ERR599078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599078/ERR599078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599078/APY_AGRIOSF_1_1_D1NKNACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599078/APY_AGRIOSF_1_2_D1NKNACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599078	TARA_B100001173	
ERR599081	SAMEA2622119	ERX555917	PRJEB1787	408172	marine metagenome	APY_ADAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599081/ERR599081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599081/ERR599081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599081/APY_ADAIOSF_1_1_D1E00ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599081/APY_ADAIOSF_1_2_D1E00ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599081	TARA_B100000965	
ERR599110	SAMEA2620890	ERX556023	PRJEB1787	408172	marine metagenome	APY_AAEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599110/ERR599110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599110/ERR599110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599110/APY_AAEIOSF_1_1_D172HACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599110/APY_AAEIOSF_1_2_D172HACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599110	TARA_B000000441	
